token,pos,Abbreviation,dates
Notes,PROPN,,[]
:,PUNCT,,[]
diabtetic,ADJ,,[]
urticaria,PROPN,,[]
GENERAL,PROPN,,[]
CHEMISTEY,PROPN,,[]
SPECIMEN,PROPN,,[]
:,PUNCT,,[]
SERUM,NOUN,,[]
Date,NOUN,,[]
:,PUNCT,,[]
05/02/24,PUNCT,,[]
07/12/22,ADP,,[]
10/06/21,PUNCT,,[]
Coll,PROPN,,[]
.,PUNCT,,[]
Time,NOUN,,[]
:,PUNCT,,[]
QO8:45,NOUN,,[]
08:30,NUM,,[]
09:00,NUM,,[]
Lab,NOUN,,[]
Number,NOUN,,[]
:,PUNCT,,[]
Sodium,NOUN,Na+,[]
139,NUM,,[]
139,NUM,,[]
138,NUM,,[]
(,PUNCT,,[]
135,NUM,,[]
-,SYM,,[]
145,NUM,,[]
},PUNCT,,[]
mmol,PROPN,,[]
/L,PUNCT,,[]
Potassium,NOUN,K+,[]
4.2,NUM,,[]
4.1,NUM,,[]
4.5,NUM,,[]
(,PUNCT,,[]
3.5,NUM,,[]
-,SYM,,[]
5.2,NUM,,[]
},PUNCT,,[]
mmol,PROPN,,[]
/L,PUNCT,,[]
Chloride,PROPN,,[]
101,NUM,,[]
104,NUM,,[]
105,NUM,,[]
(,PUNCT,,[]
95,NUM,,[]
-,SYM,,[]
110,NUM,,[]
),PUNCT,,[]
mmol,PROPN,,[]
/L,PUNCT,,[]
Bicarbonate,NOUN,CO2,[]
27,NUM,,[]
25,NUM,,[]
24,NUM,,[]
(,PUNCT,,[]
BB,PROPN,,[]
-,PUNCT,,[]
323,PROPN,,[]
},PUNCT,,[]
mmol,PROPN,,[]
/L,PUNCT,,[]
Urea,PROPN,UREA,[]
6.0,NUM,,[]
5.8,NUM,,[]
4.2,NUM,,[]
(,PUNCT,,[]
3.5,NUM,,[]
-,SYM,,[]
8.0,NUM,,[]
},PUNCT,,[]
mmol,PROPN,,[]
/L,PUNCT,,[]
Creatinine,NOUN,CREAN,[]
54,NUM,,[]
52,NUM,,[]
45,NUM,,[]
(,PUNCT,,[]
45,NUM,,[]
-,SYM,,[]
90,NUM,,[]
},PUNCT,,[]
umol,PROPN,,[]
/L,PUNCT,,[]
eGFR,NOUN,EGFR,[]
>,X,,[]
90,NUM,,[]
>,SYM,,[]
90,NUM,,[]
>,SYM,,[]
90,NUM,,[]
(,PUNCT,,[]
>,X,,[]
59,NUM,,[]
),PUNCT,,[]
mL,PROPN,,[]
/,SYM,,[]
min/1.73m2,PROPN,,[]
T.Protein,ADV,,[]
65,NUM,,[]
67,NUM,,[]
68,NUM,,[]
(,PUNCT,,[]
60,NUM,,[]
-,SYM,,[]
80,NUM,,[]
},PUNCT,,[]
g,NOUN,,[]
/,SYM,,[]
L,NOUN,,[]
Albumin,PROPN,,[]
38,NUM,,[]
35,NUM,,[]
37,NUM,,[]
(,PUNCT,,[]
35,NUM,,[]
-,SYM,,[]
50,NUM,,[]
),PUNCT,,[]
g,PROPN,,[]
/,SYM,,[]
L,NOUN,,[]
Globulin,PROPN,,[]
27,NUM,,[]
32,NUM,,[]
31,NUM,,[]
(,PUNCT,,[]
23,NUM,,[]
-,SYM,,[]
39,NUM,,[]
),PUNCT,,[]
g,PROPN,,[]
/,SYM,,[]
L,NOUN,,[]
ALP,PROPN,,[]
a7,PROPN,,[]
B7,PROPN,,[]
68,NUM,,[]
(,PUNCT,,[]
30,NUM,,[]
-,SYM,,[]
110,NUM,,[]
),PUNCT,,[]
U,PROPN,,[]
/,SYM,,[]
L,NOUN,,[]
Bilirubin,PROPN,,[]
9,NUM,,[]
7,NUM,,[]
7,NUM,,[]
(,PUNCT,,[]
3,NUM,,[]
-,SYM,,[]
30,NUM,,[]
),PUNCT,,[]
umol,PROPN,,[]
/L,PUNCT,,[]
GGT,PROPN,,[]
16,NUM,,[]
12,NUM,,[]
14,NUM,,[]
(,PUNCT,,[]
5,NUM,,[]
-,SYM,,[]
35,NUM,,[]
),PUNCT,,[]
U,PROPN,,[]
/,SYM,,[]
L,NOUN,,[]
AST,NOUN,,[]
13,NUM,,[]
15,NUM,,[]
*,SYM,,[]
41,NUM,,[]
(,PUNCT,,[]
5,NUM,,[]
-,SYM,,[]
30,NUM,,[]
),PUNCT,,[]
U,PROPN,,[]
/,SYM,,[]
L,NOUN,,[]
ALT,PROPN,,[]
zal,NOUN,,[]
17,NUM,,[]
15,NUM,,[]
(,PUNCT,,[]
5,NUM,,[]
-,SYM,,[]
35,NUM,,[]
),PUNCT,,[]
U,PROPN,,[]
/,SYM,,[]
L,NOUN,,[]
86820229,NUM,,[]
Within,ADP,,[]
reference,NOUN,,[]
intervals,NOUN,,[]
.,PUNCT,,[]
Please,INTJ,,[]
note,VERB,,[]
:,PUNCT,,[]
from,ADP,,[]
09.11.23,PROPN,,[]
new,ADJ,,[]
reference,NOUN,,[]
intervals,NOUN,,[]
apply,VERB,,[]
for,ADP,,[]
Liver,PROPN,,[]
Funetion,NOUN,,[]
Tests,NOUN,,[]
.,PUNCT,,[]
These,PRON,,[]
are,AUX,,[]
sourced,VERB,,[]
from,ADP,,[]
the,DET,,[]
RCPA,PROPN,,[]
Harmonised,VERB,,[]
Reference,PROPN,,[]
Intervals,PROPN,,[]
(,PUNCT,,[]
v2.0,PROPN,,[]
),PUNCT,,[]
document,NOUN,,[]
.,PUNCT,,[]
CRP,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
GLS,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
GHB,PROPN,,[]
-,PUNCT,,[]
R,NOUN,,[]
",",PUNCT,,[]
OHD,NOUN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
RAS,PROPN,,[]
-,PUNCT,,[]
W,PROPN,,[]
",",PUNCT,,[]
B12,PROPN,vitB12,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
ESR,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
FBE,NOUN,,[]
-,PUNCT,,[]
"R,1I5",NOUN,,[]
-,PUNCT,,[]
R,NOUN,,[]
",",PUNCT,,[]
LIP,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
ECU,NOUN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
LET-+4++4,PROPN,,[]
+,ADP,,[]
Page,NOUN,,[]
:,PUNCT,,[]
2,NUM,,[]
of,ADP,,[]
7,NUM,,[]
REMOVED,PROPN,,[]
Peghy,NOUN,,[]
«,PUNCT,,[]
Ao,PROPN,,[]
G4,PROPN,,[]
AG,PROPN,,[]
+49,PROPN,,[]
:,PUNCT,,[]
6,NUM,,[]
—,PUNCT,,[]
>,X,,[]
CLINICAL,PROPN,,[]
LABORATOURIE,PROPN,,[]
Page,PROPN,,[]
HHS,PROPN,,[]
lj,INTJ,,[]
*,PUNCT,,[]
I,PRON,I2,[]
",",PUNCT,,[]
mMnica,PROPN,,[]
LABORATORY,PROPN,,[]
3427,NUM,,[]
-,SYM,,[]
3420,NUM,,[]
Referred,VERB,,[]
:,PUNCT,,[]
02/02/24,PUNCT,,[]
Clinical,ADJ,,[]
Notes,PROPN,,[]
:,PUNCT,,[]
diabtetic,ADJ,,[]
urticaria,PROPN,,[]
BIOCHEMISTRY,PROPN,,[]
C,NOUN,,[]
REACTIVE,NOUN,,[]
FPROTEIN,NOUN,,[]
(,PUNCT,,[]
CRP,PROPN,,[]
),PUNCT,,[]
SPECIMEN,PROPN,,[]
:,PUNCT,,[]
SHRUM,NOUN,,[]
REMOVED,PROPN,,[]
In,ADP,,[]
the,DET,,[]
setting,NOUN,,[]
of,ADP,,[]
infection,NOUN,,[]
",",PUNCT,,[]
CRP,PROPN,,[]
levels,NOUN,,[]
+100,PUNCT,,[]
mg,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
are,AUX,,[]
supportive,ADJ,,[]
of,ADP,,[]
bacterial,ADJ,,[]
rather,ADV,,[]
than,ADP,,[]
viral,ADJ,,[]
aetiology,NOUN,,[]
.,PUNCT,,[]
Note,VERB,,[]
resulta,NOUN,,[]
from,ADP,,[]
this,DET,,[]
CRP,PROPN,,[]
aasay,NOUN,,[]
should,AUX,,[]
not,PART,,[]
be,AUX,,[]
used,VERB,,[]
for,ADP,,[]
cardiac,ADJ,,[]
risk,NOUN,,[]
agssedament,ADJ,,[]
.,PUNCT,,[]
Please,INTJ,,[]
request,VERB,,[]
the,DET,,[]
high,ADJ,,[]
sensitivity,NOUN,,[]
assay,NOUN,,[]
(,PUNCT,,[]
hsCRP,PROPN,,[]
),PUNCT,,[]
inatead,NOUN,,[]
.,PUNCT,,[]
BIOCHEMISTRY,PROPN,,[]
GLUCOSE,PROPN,,[]
Date,PROPN,,[]
Time,PROPN,,[]
Lab,PROPN,,[]
#,NOUN,,[]
Collection,PROPN,,[]
Type,PROPN,,[]
Specimen,PROPN,,[]
Glucose,PROPN,,[]
(,PUNCT,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
),PUNCT,,[]
95/02/24,NOUN,,[]
08:45,NUM,,[]
618202xxx29,NOUN,,[]
Fasting,VERB,,[]
serum,NOUN,,[]
*,PUNCT,,[]
#,NOUN,,[]
1.7,NUM,,[]
12351282555529,NUM,,[]
Elevated,VERB,,[]
fasting,VERB,,[]
glucose,NOUN,GLUC,[]
and,CCONJ,,[]
HbAlc,PROPN,,[]
are,AUX,,[]
consistent,ADJ,,[]
with,ADP,,[]
diabetes,NOUN,,[]
.,PUNCT,,[]
Suggest,VERB,,[]
annual,ADJ,,[]
monitoring,NOUN,,[]
with,ADP,,[]
urine,NOUN,,[]
albumin,NOUN,ALB,[]
to,PART,,[]
detect,VERB,,[]
diabetic,ADJ,,[]
nephropathy,ADJ,,[]
.,PUNCT,,[]
Glucose,PROPN,,[]
Reference,PROPN,,[]
Ranges,NOUN,,[]
Random,NOUN,,[]
3.0,NUM,,[]
-,SYM,,[]
6.9,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
Fasting,VERB,,[]
3.0,NUM,,[]
-,SYM,,[]
5.4,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
1,NUM,,[]
Hour,NOUN,,[]
post,NOUN,,[]
prandial,ADJ,,[]
3.0,NUM,,[]
-,SYM,,[]
11.0,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
2,NUM,,[]
Hour,NOUN,,[]
post,NOUN,,[]
prandial,ADJ,,[]
3.0,NUM,,[]
-,SYM,,[]
7.7,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
L,PROPN,,[]
Specimen,PROPN,,[]
Legend,PROPN,,[]
:,PUNCT,,[]
Fl,PROPN,,[]
-,PUNCT,,[]
ox,ADJ,,[]
=,ADJ,,[]
Fluoride,PROPN,,[]
oxalate,NOUN,,[]
",",PUNCT,,[]
serum,NOUN,,[]
=,PROPN,,[]
Serum,PROPN,,[]
",",PUNCT,,[]
np,ADP,,[]
=,PROPN,,[]
Non,PROPN,,[]
-,ADJ,,[]
Preserved,VERB,,[]
CRP,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
GLS,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
GHB,PROPN,,[]
-,PUNCT,,[]
R,NOUN,,[]
",",PUNCT,,[]
OHD,NOUN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
RAS,PROPN,,[]
-,PUNCT,,[]
W,PROPN,,[]
",",PUNCT,,[]
B12,PROPN,vitB12,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
ESR,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
FBE,NOUN,,[]
-,PUNCT,,[]
"R,1I5",NOUN,,[]
-,PUNCT,,[]
R,NOUN,,[]
",",PUNCT,,[]
LIP,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
ECU,NOUN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
LET-+4++4,PROPN,,[]
+,ADP,,[]
Page,NOUN,,[]
:,PUNCT,,[]
3,NUM,,[]
of,ADP,,[]
7,NUM,,[]
REMOVED,PROPN,,[]
Feghy,PROPN,,[]
«,PUNCT,,[]
Ao,PROPN,,[]
G4,PROPN,,[]
yAG,NOUN,,[]
+4921,X,,[]
—,PUNCT,,[]
>,X,,[]
CLINICAL,PROPN,,[]
LABORATURIE,PROPN,,[]
Page,PROPN,,[]
HH4,PROPN,,[]
li,PROPN,,[]
*,PUNCT,,[]
I,PRON,I2,[]
Anica,PROPN,,[]
LABORATORY,PROPN,,[]
3427,NUM,,[]
-,SYM,,[]
3420,NUM,,[]
Referred,VERB,,[]
:,PUNCT,,[]
02/02/24,PUNCT,,[]
Clinical,ADJ,,[]
Notes,PROPN,,[]
:,PUNCT,,[]
diabtetic,ADJ,,[]
urticaria,PROPN,,[]
BLOCHEMISTRY,NOUN,,[]
HAEMOGLOBIN,VERB,,[]
Alc,PROPN,,[]
SPECIMEN,PROPN,,[]
:,PUNCT,,[]
WHOLE,NOUN,,[]
BLOOD,NOUN,,[]
ITFCC,PROPN,,[]
DCCT,PROPN,,[]
Date,PROPN,,[]
Coll,PROPN,,[]
Time,PROPN,,[]
Req,PROPN,,[]
.,PUNCT,,[]
No,NOUN,,[]
.,PUNCT,,[]
HbAle,PROPN,,[]
(,PUNCT,,[]
mmol,PROPN,,[]
/,SYM,,[]
mol,PROPN,,[]
),PUNCT,,[]
HbAlca,PROPN,,[]
(,PUNCT,,[]
%,INTJ,,[]
},PUNCT,,[]
05/03/24,PUNCT,,[]
08:45,NUM,,[]
86820229,NUM,,[]
BR,PROPN,,[]
?,PUNCT,,[]
KK,PROPN,,[]
7.4,NUM,,[]
07/12/22,ADP,,[]
08:30,NUM,,[]
72256123,NUM,,[]
BS,PROPN,,[]
KK,PROPN,,[]
7.5,NUM,,[]
BE6820229,PROPN,,[]
RECOMMENDATIONS,NOUN,,[]
Consider,VERB,,[]
review,NOUN,,[]
of,ADP,,[]
diabetes,NOUN,,[]
management,NOUN,,[]
",",PUNCT,,[]
if,SCONJ,,[]
appropriate,ADJ,,[]
.,PUNCT,,[]
Suggest,VERB,,[]
repeat,NOUN,,[]
HbAle,VERB,,[]
in,ADP,,[]
3,NUM,,[]
months,NOUN,,[]
.,PUNCT,,[]
Note,VERB,,[]
that,SCONJ,,[]
urine,NOUN,,[]
microalbumin,NOUN,,[]
is,AUX,,[]
now,ADV,,[]
due,ADJ,,[]
.,PUNCT,,[]
INTERPRETATION,PROPN,,[]
CRITERIA,PROPN,,[]
DIAGNOSIS,PROPN,,[]
.,PUNCT,,[]
A,DET,,[]
HbAle,PROPN,,[]
greater,ADJ,,[]
than,ADP,,[]
or,CCONJ,,[]
equal,ADJ,,[]
to,ADP,,[]
48,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
mol,PROPN,,[]
(,PUNCT,,[]
6.5,NUM,,[]
¥,NOUN,,[]
%,NOUN,,[]
),PUNCT,,[]
18,NUM,,[]
conalatent,NOUN,,[]
With,ADP,,[]
diabetes,NOUN,,[]
.,PUNCT,,[]
Consider,VERB,,[]
OGTT,PROPN,,[]
or,CCONJ,,[]
repeat,VERB,,[]
HbAlec,PROPN,,[]
for,ADP,,[]
confirmation,NOUN,,[]
.,PUNCT,,[]
HbAlec,NOUN,,[]
6.0,NUM,,[]
-,SYM,,[]
6.4,NUM,,[]
%,NOUN,,[]
18,NUM,,[]
consistent,ADJ,,[]
with,ADP,,[]
prediabetes,NOUN,,[]
.,PUNCT,,[]
Repeat,NOUN,,[]
testing,NOUN,,[]
annuall,ADV,,[]
18,NUM,,[]
recommended,VERB,,[]
.,PUNCT,,[]
(,PUNCT,,[]
ADS,PROPN,,[]
position,NOUN,,[]
atatement,NOUN,,[]
2020,NUM,,[]
),PUNCT,,[]
MONITORING,PROPN,,[]
.,PUNCT,,[]
The,DET,,[]
Australian,PROPN,,[]
Diabetes,PROPN,,[]
Society,PROPN,,[]
(,PUNCT,,[]
ADS,PROPN,,[]
),PUNCT,,[]
recommenda,PROPN,,[]
individualised,VERB,,[]
HbAlc,PROPN,,[]
targeta,NOUN,,[]
depending,VERB,,[]
on,ADP,,[]
the,DET,,[]
patient,NOUN,,[]
's,PART,,[]
age,NOUN,,[]
",",PUNCT,,[]
comorbidities,NOUN,,[]
and,CCONJ,,[]
any,PRON,,[]
Hypoglycaemia,PROPN,,[]
(,PUNCT,,[]
ADS,PROPN,,[]
position,NOUN,,[]
statement,NOUN,,[]
2009,NUM,,[]
),PUNCT,,[]
.,PUNCT,,[]
A,DET,,[]
general,ADJ,,[]
target,NOUN,,[]
of,ADP,,[]
less,ADJ,,[]
than,ADP,,[]
or,CCONJ,,[]
equal,ADJ,,[]
to,ADP,,[]
53,NUM,,[]
mmol,PROPN,,[]
/,SYM,,[]
mol,PROPN,,[]
(,PUNCT,,[]
7.0,NUM,,[]
%,NOUN,,[]
),PUNCT,,[]
is,AUX,,[]
often,ADV,,[]
used,VERB,,[]
.,PUNCT,,[]
Please,INTJ,,[]
note,VERB,,[]
that,SCONJ,,[]
Hb,PROPN,HGB,[]
Alec,PROPN,,[]
resulta,NOUN,,[]
may,AUX,,[]
be,AUX,,[]
influenced,VERB,,[]
by,ADP,,[]
conditiong,PROPN,,[]
affecting,VERB,,[]
red,ADJ,,[]
cells,NOUN,,[]
or,CCONJ,,[]
their,PRON,,[]
survival,NOUN,,[]
times,NOUN,,[]
such,ADJ,,[]
as,ADP,,[]
haemoglobinopathies,NOUN,,[]
anaemias,PROPN,,[]
",",PUNCT,,[]
recent,ADJ,,[]
transfusion,NOUN,,[]
or,CCONJ,,[]
blood,NOUN,,[]
loss,NOUN,,[]
.,PUNCT,,[]
HbAle,PROPN,,[]
tested,VERB,,[]
on,ADP,,[]
Roche,PROPN,,[]
¢513,PROPN,,[]
using,VERB,,[]
Gen.,PROPN,,[]
3,NUM,,[]
assay,NOUN,,[]
.,PUNCT,,[]
CRP,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
GLS,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
GHB,PROPN,,[]
-,PUNCT,,[]
R,NOUN,,[]
",",PUNCT,,[]
OHD,NOUN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
RAS,PROPN,,[]
-,PUNCT,,[]
W,PROPN,,[]
",",PUNCT,,[]
B12,PROPN,vitB12,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
ESR,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
FBE,NOUN,,[]
-,PUNCT,,[]
"R,1I5",NOUN,,[]
-,PUNCT,,[]
R,NOUN,,[]
",",PUNCT,,[]
LIP,PROPN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
ECU,NOUN,,[]
-,PUNCT,,[]
R,PROPN,,[]
",",PUNCT,,[]
LET-+4++4,PROPN,,[]
+,ADP,,[]
Page,NOUN,,[]
:,PUNCT,,[]
4,NUM,,[]
of,ADP,,[]
7,NUM,,[]
REMOVED,PROPN,,[]
Peghy,NOUN,,[]
«,PUNCT,,[]
Ao,PROPN,,[]
G4,PROPN,,[]
AG,PROPN,,[]
+49,NOUN,,[]
«,PROPN,,[]
38,NUM,,[]
—,PUNCT,,[]
>,X,,[]
CLINICAL,PROPN,,[]
LABORATORIE,PROPN,,[]
Page,PROPN,,[]
HHS,PROPN,,[]
lj,INTJ,,[]
*,PUNCT,,[]
I,PRON,I2,[]
",",PUNCT,,[]
mMnica,PROPN,,[]
LABORATORY,PROPN,,[]
3427,NUM,,[]
